"simulation","cohort","N","Prob","ind"
1,1,50,0.999840777871583,1
2,1,50,0.998774564960652,1
3,1,50,0.999998328848566,1
4,1,50,0.892112876216232,0
5,1,50,0.989690274917794,1
6,1,50,0.998085720551943,1
7,1,50,0.999999067505658,1
8,1,50,0.883731912599868,0
9,1,50,0.999240992982052,1
10,1,50,0.985042671196924,1
11,1,50,0.879482838843661,0
12,1,50,0.999876408091506,1
13,1,50,0.988982312862693,1
14,1,50,0.998476411305599,1
15,1,50,0.987513755575179,1
16,1,50,0.998396362866283,1
17,1,50,0.999957955979904,1
18,1,50,0.98278524418717,1
19,1,50,0.990496754859173,1
20,1,50,0.999021367043545,1
21,1,50,0.907548517241111,0
22,1,50,0.999074610628818,1
23,1,50,0.98708640519624,1
24,1,50,0.999983360045328,1
25,1,50,0.999846153519559,1
26,1,50,0.997121468993528,1
27,1,50,0.999089106460452,1
28,1,50,0.941992288922241,0
29,1,50,0.999998668421795,1
30,1,50,0.656483919174216,0
31,1,50,0.999852189364461,1
32,1,50,0.989496888714742,1
33,1,50,0.997813606245933,1
34,1,50,0.997515603320285,1
35,1,50,0.995790761476693,1
36,1,50,0.999882257818978,1
37,1,50,0.999115223867998,1
38,1,50,0.837341135716192,0
39,1,50,0.998526911317849,1
40,1,50,0.997572819578231,1
41,1,50,0.999755513516534,1
42,1,50,0.996370895647817,1
43,1,50,0.996163093275615,1
44,1,50,0.986392418253026,1
45,1,50,0.9993503884172,1
46,1,50,0.999875622350178,1
47,1,50,0.875786603675512,0
48,1,50,0.994862992149411,1
49,1,50,0.999937084974523,1
50,1,50,0.999803867450127,1
51,1,50,0.969202205071579,0
52,1,50,0.999896075864704,1
53,1,50,0.99996006798372,1
54,1,50,0.910411733822598,0
55,1,50,0.999983662328171,1
56,1,50,0.99705403556183,1
57,1,50,0.999103681067288,1
58,1,50,0.999508222063859,1
59,1,50,0.638440718148588,0
60,1,50,0.978656066182349,1
61,1,50,0.995878416705603,1
62,1,50,0.987421210542165,1
63,1,50,0.999998938260229,1
64,1,50,0.999602439459047,1
65,1,50,0.993616943060034,1
66,1,50,0.990488424199504,1
67,1,50,0.999888126501945,1
68,1,50,0.999770463711794,1
69,1,50,0.999999252463201,1
