"simulation","cohort","N","Prob","ind"
"1","1","50",0.971207832719252,0
"2","1","50",0.949188896061696,0
"3","1","50",0.939231191243778,0
"4","1","50",0.885400911135951,0
"5","1","50",0.750827667043217,0
"6","1","50",0.888381943944967,0
"7","1","50",0.948026790408366,0
"8","1","50",0.999568078951619,1
"9","1","50",0.924404569831785,0
"10","1","50",0.993077226186175,1
"11","1","50",0.896363438476996,0
"12","1","50",0.750558370091925,0
"13","1","50",0.930367529476803,0
"14","1","50",0.99957582630613,1
"15","1","50",0.997672625818135,1
"16","1","50",0.997082345197235,1
"17","1","50",0.973032356909807,0
"18","1","50",0.978208899981722,1
"19","1","50",0.998034867258816,1
"20","1","50",0.941514731597317,0
"21","1","50",0.823508337604596,0
"22","1","50",0.999799945210594,1
"23","1","50",0.960903736399338,0
"24","1","50",0.71845586310242,0
"25","1","50",0.962349755653063,0
"26","1","50",0.947410445698142,0
"27","1","50",0.914612513053223,0
"28","1","50",0.988393757374994,1
"29","1","50",0.999666033435284,1
"30","1","50",0.997547289889135,1
"31","1","50",0.959240152295859,0
"32","1","50",0.856496942200197,0
"33","1","50",0.595660740139779,0
"34","1","50",0.994357642323325,1
"35","1","50",0.914631694305052,0
"36","1","50",0.9179675455514,0
"37","1","50",0.91672084081549,0
"38","1","50",0.781928209931293,0
"39","1","50",0.923408447169776,0
"40","1","50",0.9823220978622,1
"41","1","50",0.999271810157786,1
"42","1","50",0.99922537391092,1
"43","1","50",0.854181121461852,0
"44","1","50",0.82250831280311,0
"45","1","50",0.96717287176542,0
"46","1","50",0.930259613167881,0
"47","1","50",0.99918243951533,1
"48","1","50",0.971370933585639,0
"49","1","50",0.649766134205289,0
"50","1","50",0.772987891645492,0
"51","1","50",0.498640507063984,0
"52","1","50",0.994200469943266,1
"53","1","50",0.8010519124984,0
"54","1","50",0.999839245888087,1
"55","1","50",0.987710292009535,1
"56","1","50",0.995832863171045,1
"57","1","50",0.478397107092431,0
"58","1","50",0.998265671379536,1
"59","1","50",0.998420910099781,1
"60","1","50",0.99664098761253,1
"61","1","50",0.861304420510777,0
"62","1","50",0.999981934840645,1
"63","1","50",0.998799827226097,1
"64","1","50",0.474233532858839,0
"65","1","50",0.988738606095259,1
"66","1","50",0.999901190331322,1
"67","1","50",0.451253471775889,0
"68","1","50",0.252662009214858,0
"69","1","50",0.999654581186322,1
"70","1","50",0.988747042926675,1
"71","1","50",0.963941405365124,0
"72","1","50",0.910150804031622,0
"73","1","50",0.993616066376094,1
"74","1","50",0.972095188870651,0
"75","1","50",0.990367946366394,1
"76","1","50",0.998035820222694,1
"77","1","50",0.188275019999524,0
"78","1","50",0.0675523494027204,0
