"N","mean","bias","mse","prob","cover","model"
50,-0.198801692444953,0.0243418588692563,0.0428792494132037,0.114,0.966,"Laplace-Empirical"
100,-0.214679378892371,0.00846417242183823,0.0248313900758649,0.258,0.972,"Laplace-Empirical"
150,-0.23152695127059,-0.00838339995638034,0.0163814937170826,0.448,0.96,"Laplace-Empirical"
200,-0.219123674695557,0.00401987661865261,0.0103910311801893,0.506,0.974,"Laplace-Empirical"
250,-0.230904093373746,-0.00776054205953637,0.00926926273877069,0.646,0.96,"Laplace-Empirical"
300,-0.229867809774518,-0.00672425846030805,0.00602921558746215,0.756,0.976,"Laplace-Empirical"
350,-0.22566541286356,-0.00252186154934995,0.00650953312317457,0.762,0.956,"Laplace-Empirical"
400,-0.221205820436835,0.00193773087737459,0.00529361156380207,0.81,0.968,"Laplace-Empirical"
450,-0.230727454289988,-0.00758390297577798,0.00366959406271813,0.906,0.992,"Laplace-Empirical"
500,-0.228229605797555,-0.0050860544833457,0.00386397851222639,0.892,0.97,"Laplace-Empirical"
