"N","mean","bias","mse","prob","cover","model"
50,-0.283478861876163,-0.0603353105619537,0.0291118802892976,0.324,0.96,"Laplace-Uniform"
100,-0.29042361125456,-0.0672800599403504,0.0201515224600196,0.592,0.918,"Laplace-Uniform"
150,-0.299752420617165,-0.0766088693029556,0.0169709066152054,0.726,0.882,"Laplace-Uniform"
200,-0.288466024183739,-0.0653224728695296,0.0126160747226995,0.79,0.916,"Laplace-Uniform"
250,-0.293423151704263,-0.0702796003900535,0.0129021620759971,0.872,0.85,"Laplace-Uniform"
300,-0.291150478294829,-0.0680069269806194,0.0102946772164534,0.91,0.86,"Laplace-Uniform"
350,-0.283479966010672,-0.0603364146964627,0.0102908878992475,0.894,0.842,"Laplace-Uniform"
400,-0.276701735945917,-0.0535581846317073,0.00873944236964238,0.928,0.874,"Laplace-Uniform"
450,-0.281285826785495,-0.0581422754712854,0.00771227850781881,0.956,0.866,"Laplace-Uniform"
500,-0.277027193311791,-0.0538836419975813,0.00755862170078947,0.95,0.86,"Laplace-Uniform"
