"N","mean","bias","mse","prob","cover","model"
50,-0.0026247490387448,-0.0026247490387448,0.0492892657281984,0.022,0.96,"Laplace-Empirical"
100,-0.00891979395075092,-0.00891979395075092,0.0311373733790241,0.04,0.94,"Laplace-Empirical"
150,-0.0260305208470466,-0.0260305208470466,0.0240454724205412,0.042,0.936,"Laplace-Empirical"
200,-0.00761354828503784,-0.00761354828503784,0.0154599152404234,0.024,0.952,"Laplace-Empirical"
250,-0.0191523265000056,-0.0191523265000056,0.0143032349624051,0.042,0.94,"Laplace-Empirical"
300,-0.0180589100524843,-0.0180589100524843,0.0101713224832585,0.032,0.966,"Laplace-Empirical"
350,-0.00957177201364542,-0.00957177201364542,0.010602461264791,0.056,0.918,"Laplace-Empirical"
400,-0.00884650035164854,-0.00884650035164854,0.00890672954466674,0.034,0.944,"Laplace-Empirical"
450,-0.0152105543996908,-0.0152105543996908,0.00716261495719294,0.034,0.948,"Laplace-Empirical"
500,-0.0109017946995238,-0.0109017946995238,0.00653389697344803,0.04,0.94,"Laplace-Empirical"
