"simulation","cohort","N","Prob","ind"
"1","1","50",0.880938908532157,0
"2","1","50",0.893915850157588,0
"3","1","50",0.864793008166895,0
"4","1","50",0.873640199052997,0
"5","1","50",0.655447392681014,0
"6","1","50",0.79665941704478,0
"7","1","50",0.866240532840745,0
"8","1","50",0.985554222920458,1
"9","1","50",0.736094525411334,0
"10","1","50",0.882430315137412,0
"11","1","50",0.629456986605414,0
"12","1","50",0.874626711040367,0
"13","1","50",0.903447056599691,0
"14","1","50",0.998719520934234,1
"15","1","50",0.947644410815561,0
"16","1","50",0.985906851846827,1
"17","1","50",0.771282982776715,0
"18","1","50",0.900412027885453,0
"19","1","50",0.966433275079848,0
"20","1","50",0.661445854801591,0
"21","1","50",0.917426642424522,0
"22","1","50",0.999156333585159,1
"23","1","50",0.93473471218834,0
"24","1","50",0.719380103276475,0
"25","1","50",0.884531169741164,0
"26","1","50",0.698156488814368,0
"27","1","50",0.71976123449815,0
"28","1","50",0.893572457221483,0
"29","1","50",0.997304963084445,1
"30","1","50",0.996410463845559,1
"31","1","50",0.886745450777165,0
"32","1","50",0.821249216512473,0
"33","1","50",0.766002996651221,0
"34","1","50",0.976739861382954,1
"35","1","50",0.918426260352474,0
"36","1","50",0.638836674531389,0
"37","1","50",0.825117097171121,0
"38","1","50",0.798542310466244,0
"39","1","50",0.824195998325383,0
"40","1","50",0.980829184973663,1
"41","1","50",0.993898915799678,1
"42","1","50",0.997684576739145,1
"43","1","50",0.629117748234528,0
"44","1","50",0.736645818204814,0
"45","1","50",0.817987779059883,0
"46","1","50",0.794773638120107,0
"47","1","50",0.984278915089611,1
"48","1","50",0.943737182421194,0
"49","1","50",0.763367067472799,0
"50","1","50",0.726517957068103,0
"51","1","50",0.691340525801572,0
"52","1","50",0.971331773723247,0
"53","1","50",0.661210058064391,0
"54","1","50",0.996883290999501,1
"55","1","50",0.745587677754437,0
"56","1","50",0.975626871474691,1
"57","1","50",0.558001184837391,0
"58","1","50",0.963301474198604,0
"59","1","50",0.994790219283041,1
"60","1","50",0.976307885733859,1
"61","1","50",0.504755255707788,0
"62","1","50",0.999901818895219,1
"63","1","50",0.960355123269007,0
"64","1","50",0.104991690336692,0
"65","1","50",0.885723893180668,0
"66","1","50",0.999289126075722,1
"67","1","50",0.683552876356175,0
"68","1","50",0.243308406393529,0
"69","1","50",0.994456511836361,1
"70","1","50",0.970572533697698,0
"71","1","50",0.930370963144587,0
"72","1","50",0.674299607101026,0
"73","1","50",0.957204332743847,0
"74","1","50",0.839263176948844,0
"75","1","50",0.868264341638935,0
"76","1","50",0.995426230072665,1
"77","1","50",0.347453353282581,0
"78","1","50",0.0207879036780314,0
"79","1","50",0.773227539311844,0
"80","1","50",0.859214845479002,0
"81","1","50",0.534837865535829,0
"82","1","50",0.870271228431089,0
"83","1","50",0.654600304258952,0
"84","1","50",0.847641226749521,0
"85","1","50",0.976733900850574,1
"86","1","50",0.601099318347633,0
"87","1","50",0.540895446111095,0
"88","1","50",0.515259328191566,0
"89","1","50",0.761842138367166,0
"90","1","50",0.635338686038076,0
"91","1","50",0.918466394865361,0
"92","1","50",0.645805986356414,0
"93","1","50",0.967851904248285,0
"94","1","50",0.815203291006949,0
"95","1","50",0.910529754904106,0
"96","1","50",0.502805258144301,0
"97","1","50",0.798368087424071,0
"98","1","50",0.95457340291837,0
"99","1","50",0.53318521553949,0
"100","1","50",0.861757989133856,0
"101","1","50",0.565368662767108,0
"102","1","50",0.996181113136761,1
"103","1","50",0.908604728450623,0
"104","1","50",0.98339133830883,1
"105","1","50",0.333247644540872,0
"106","1","50",0.520357167160775,0
"107","1","50",0.979567617862274,1
"108","1","50",0.727902678674217,0
"109","1","50",0.577631044740185,0
"110","1","50",0.926060689484508,0
"111","1","50",0.896233845835949,0
"112","1","50",0.545634972885336,0
"113","1","50",0.935673503891818,0
"114","1","50",0.814500122107004,0
"115","1","50",0.981441538248593,1
"116","1","50",0.965355908780958,0
"117","1","50",0.579111024527077,0
"118","1","50",0.719498629327372,0
"119","1","50",0.404369584979989,0
"120","1","50",0.941181520503024,0
"121","1","50",0.909147327024252,0
"122","1","50",0.0783586972414412,0
"123","1","50",0.969736910813783,0
"124","1","50",0.871615421427022,0
"125","1","50",0.710919093878759,0
"126","1","50",0.955809616328712,0
"127","1","50",0.884605051450778,0
"128","1","50",0.997363111907392,1
"129","1","50",0.345487631302902,0
"130","1","50",0.948582615895361,0
"131","1","50",0.731109706738722,0
"132","1","50",0.609037473637881,0
"133","1","50",0.989177021713815,1
"134","1","50",0.729449965400774,0
"135","1","50",0.999375636484091,1
"136","1","50",0.111562236905894,0
"137","1","50",0.504149857168248,0
"138","1","50",0.967290123293703,0
"139","1","50",0.866550268307591,0
"140","1","50",0.979298258271318,1
"141","1","50",0.859383848283984,0
"142","1","50",0.99700861449363,1
"143","1","50",0.820036671721898,0
"144","1","50",0.772085191696582,0
"145","1","50",0.963599829795622,0
"146","1","50",0.990867530196801,1
"147","1","50",0.872369650595411,0
"148","1","50",0.782844764239206,0
"149","1","50",0.926037862019188,0
"150","1","50",0.447848104771016,0
"151","1","50",0.962840592486635,0
"152","1","50",0.965713554422209,0
"153","1","50",0.887481782743521,0
"154","1","50",0.943306350573475,0
"155","1","50",0.999598636564852,1
"156","1","50",0.702198459080199,0
"157","1","50",0.923813806181063,0
"158","1","50",0.926676313052335,0
"159","1","50",0.99903516147181,1
"160","1","50",0.986432408201152,1
"161","1","50",0.843422672110696,0
"162","1","50",0.880231975571723,0
"163","1","50",0.495305795381202,0
"164","1","50",0.916732575509392,0
"165","1","50",0.51401333798214,0
"166","1","50",0.820831947969801,0
"167","1","50",0.864789344672118,0
"168","1","50",0.949818338180602,0
"169","1","50",0.736554296247294,0
"170","1","50",0.308189077669302,0
"171","1","50",0.983035260067839,1
"172","1","50",0.950251269906716,0
"173","1","50",0.869970626752107,0
"174","1","50",0.848657843661793,0
"175","1","50",0.982512346334389,1
"176","1","50",0.745945058474486,0
"177","1","50",0.904088832315944,0
"178","1","50",0.901174332110589,0
"179","1","50",0.956163852982824,0
"180","1","50",0.740179302508763,0
"181","1","50",0.776294812532114,0
"182","1","50",0.976597696081079,1
"183","1","50",0.905297826484219,0
"184","1","50",0.845761002223212,0
"185","1","50",0.971629421451897,0
"186","1","50",0.932512362532556,0
"187","1","50",0.830127432496733,0
"188","1","50",0.712214833756825,0
"189","1","50",0.853783537231391,0
"190","1","50",0.934063332615115,0
"191","1","50",0.909033331658186,0
"192","1","50",0.92401656014453,0
"193","1","50",0.991098327649548,1
"194","1","50",0.971619324103662,0
"195","1","50",0.997800841211166,1
"196","1","50",0.615996932821768,0
"197","1","50",0.892435398528661,0
"198","1","50",0.930575345911432,0
"199","1","50",0.828268120418589,0
"200","1","50",0.990769382289956,1
"201","1","50",0.811911855624849,0
"202","1","50",0.913929128483226,0
"203","1","50",0.99802215417556,1
"204","1","50",0.971905449931735,0
"205","1","50",0.608279293466568,0
"206","1","50",0.942842074010818,0
"207","1","50",0.389846453928073,0
"208","1","50",0.88779663748029,0
"209","1","50",0.615561147993757,0
"210","1","50",0.821319355127849,0
"211","1","50",0.998852211489185,1
"212","1","50",0.983906739677725,1
"213","1","50",0.884983346880833,0
"214","1","50",0.827599905227287,0
"215","1","50",0.687223610642803,0
"216","1","50",0.884403864343338,0
"217","1","50",0.935006213965161,0
"218","1","50",0.997019201286878,1
"219","1","50",0.53755210495242,0
"220","1","50",0.89158669547968,0
"221","1","50",0.972552146589928,0
"222","1","50",0.91452630731438,0
"223","1","50",0.870627653699672,0
"224","1","50",0.843984842835219,0
"225","1","50",0.914883591610538,0
"226","1","50",0.910902045445854,0
"227","1","50",0.794000712111728,0
"228","1","50",0.887054246438379,0
"229","1","50",0.971239864035098,0
"230","1","50",0.692866443053794,0
"231","1","50",0.980073475078461,1
"232","1","50",0.984387638437273,1
"233","1","50",0.955700850809313,0
"234","1","50",0.989631054756889,1
"235","1","50",0.667121502401757,0
"236","1","50",0.626754333719631,0
"237","1","50",0.977031425756306,1
"238","1","50",0.759966799086903,0
"239","1","50",0.684768721774332,0
"240","1","50",0.943433825897394,0
"241","1","50",0.820658148033174,0
"242","1","50",0.976849133149493,1
"243","1","50",0.99584420982418,1
"244","1","50",0.977701277143905,1
"245","1","50",0.978794216557527,1
"246","1","50",0.90534211587547,0
"247","1","50",0.922673944268463,0
"248","1","50",0.757286454788153,0
"249","1","50",0.989751010457697,1
"250","1","50",0.943330756682426,0
"251","1","50",0.827975728480512,0
"252","1","50",0.927118491294467,0
"253","1","50",0.921642926418213,0
"254","1","50",0.585634151745375,0
"255","1","50",0.984559232183016,1
"256","1","50",0.870385700544337,0
"257","1","50",0.992402282972799,1
