"simulation","N","N.1"
"1","50",293.83981162028
"2","50",294.090951034304
"3","50",308.995175555045
"4","50",293.107815447558
"5","50",297.814913240985
"6","50",282.60596880378
"7","50",304.65224235863
"8","50",286.708178502158
"9","50",287.920416124375
"10","50",294.461701183005
"11","50",303.396394715978
"12","50",278.316803616002
"13","50",294.67891797656
"14","50",324.879339623943
"15","50",295.011413083216
"16","50",304.095457865875
"17","50",301.449228786285
"18","50",300.398114326903
"19","50",305.9435207691
"20","50",288.600459791982
"21","50",272.489681146369
"22","50",308.665052006103
"23","50",304.541501167946
"24","50",256.180509570872
"25","50",314.147148342067
"26","50",265.251459928169
"27","50",269.003188170739
"28","50",295.160193224461
"29","50",307.73858682742
"30","50",308.044535296089
"31","50",285.672760515342
"32","50",294.310192940778
"33","50",246.720968767669
"34","50",291.552628651015
"35","50",301.864239890743
"36","50",284.855336281339
"37","50",297.782282372113
"38","50",275.420248605592
"39","50",265.410606106228
"40","50",301.628607683981
"41","50",315.212014405495
"42","50",242.771013833076
"43","50",267.736301642982
"44","50",273.124814372445
"45","50",285.374479072207
"46","50",253.600034064856
"47","50",250.185839490974
"48","50",255.101792424213
"49","50",249.344837265502
"50","50",251.018340047999
"51","50",266.139153157491
"52","50",260.044941386544
"53","50",246.26239270895
"54","50",297.260580556213
"55","50",294.043540716329
"56","50",242.664350740059
"57","50",227.97823058304
"58","50",296.942090096245
"59","50",308.521888347573
"60","50",293.284402953148
"61","50",309.939125904949
"62","50",318.57834570173
"63","50",285.525380712895
"64","50",277.754886741257
"65","50",312.067772585027
"66","50",305.695159750059
"67","50",263.86210630391
"68","50",246.150483205486
"69","50",306.007337609671
"70","50",311.688314311694
"71","50",313.463629416276
"72","50",284.820736318518
"73","50",288.282817594879
"74","50",293.221173604291
"75","50",303.57308447376
"76","50",309.2050137704
"77","50",198.141742079567
"78","50",250.232631216169
"79","50",289.742256390061
"80","50",288.640590977852
"81","50",268.182156229585
"82","50",301.901823917951
"83","50",257.506203264368
"84","50",283.774318267424
"85","50",303.029706615335
"86","50",281.188783990665
"87","50",252.268313208248
"88","50",249.621515489684
"89","50",302.997876538488
"90","50",249.926672855783
"91","50",294.107253059986
"92","50",268.530296664326
"93","50",264.604118506056
"94","50",229.319431167256
"95","50",272.226707302685
"96","50",274.317004948258
"97","50",297.589743812372
"98","50",288.599885349301
"99","50",293.497686506978
"100","50",274.412776649389
"101","50",309.913419282555
"102","50",312.622561930991
"103","50",273.383995442744
"104","50",296.275870384911
"105","50",300.812905407239
"106","50",301.166550103516
"107","50",316.000787632743
"108","50",312.838267623769
"109","50",307.708071711519
"110","50",267.171566507205
"111","50",293.952383645085
"112","50",249.512480109926
"113","50",279.600090327627
"114","50",272.354233861627
"115","50",302.566651083304
"116","50",310.56604776683
"117","50",248.689972154594
"118","50",305.959990883994
"119","50",274.960708710364
"120","50",306.364202835084
"121","50",278.510870006308
"122","50",259.609248398911
"123","50",273.519180460336
"124","50",268.940806730957
"125","50",233.17964892946
"126","50",294.970592857424
"127","50",254.328419362049
"128","50",278.176705712047
"129","50",203.467781122906
"130","50",313.686186069253
"131","50",232.449790805931
"132","50",297.031307036519
"133","50",307.234009770412
"134","50",309.094494153393
"135","50",295.777196459893
"136","50",309.336615550277
"137","50",292.231732380986
"138","50",264.177938767457
"139","50",289.28348071994
"140","50",260.347124658149
"141","50",257.949386094275
"142","50",285.292272311158
"143","50",250.202532979056
"144","50",281.05830042024
"145","50",296.807171514641
"146","50",264.057778344123
"147","50",292.668078670149
"148","50",273.288849688356
"149","50",307.554095014622
"150","50",303.281100092558
"151","50",315.517962613854
"152","50",310.923809811664
"153","50",292.723042114415
"154","50",262.919333659388
"155","50",228.58350626921
"156","50",273.698797245751
"157","50",296.993854235614
"158","50",291.112994246448
"159","50",320.400032987227
"160","50",312.527154266203
"161","50",292.091089621437
"162","50",246.407869876472
"163","50",281.470284900256
"164","50",244.527361865967
"165","50",291.401158528055
"166","50",309.142655765807
"167","50",252.104702063598
"168","50",299.019277045165
"169","50",308.466911348761
"170","50",295.920167768703
"171","50",314.641952566661
"172","50",290.19313318932
"173","50",303.118935373872
"174","50",306.611960779412
"175","50",304.175989373116
"176","50",298.171017795156
"177","50",271.595246002857
"178","50",302.585710186237
"179","50",314.891098248719
"180","50",301.209726427347
"181","50",232.017870059873
"182","50",314.499098396343
"183","50",306.033571586683
"184","50",273.103981501351
"185","50",293.255179613386
"186","50",308.456770968556
"187","50",285.732100251765
"188","50",266.02113700028
"189","50",256.493302667968
"190","50",284.915162603599
"191","50",300.519843308481
"192","50",294.202474759494
"193","50",313.935702101233
"194","50",268.918959848047
"195","50",304.922709846212
"196","50",263.602553863956
"197","50",242.712341449371
"198","50",311.873632129912
"199","50",308.854729085242
"200","50",320.903025871837
"201","50",302.324620518292
"202","50",274.48887461266
"203","50",276.133988718649
"204","50",315.366516890081
"205","50",303.202184519301
"206","50",305.931805837152
"207","50",300.96033559399
"208","50",299.625984343461
"209","50",278.12185937462
"210","50",307.526554333568
"211","50",311.379937749773
"212","50",288.86300267134
"213","50",302.720858294049
"214","50",248.964039115011
"215","50",293.16978788256
"216","50",265.199102291166
"217","50",266.014501758319
"218","50",275.932431478206
"219","50",237.245250593339
"220","50",298.850578770489
"221","50",313.902562853157
"222","50",249.701226710904
"223","50",304.693622149806
"224","50",272.87726615812
"225","50",252.004767364064
"226","50",287.179461399233
"227","50",286.075230464888
"228","50",293.334224801828
"229","50",258.739430695863
"230","50",261.149598356339
"231","50",317.65734561031
"232","50",289.079253389187
"233","50",306.376671804681
"234","50",316.717592991162
"235","50",295.208125741809
"236","50",261.006977252443
"237","50",314.740989383217
"238","50",308.063509948546
"239","50",311.761617239114
"240","50",276.010562212798
"241","50",272.900508934005
"242","50",234.213631252979
"243","50",316.290077562335
"244","50",309.721787300468
"245","50",303.191173100992
"246","50",302.09687614443
"247","50",274.224097617362
"248","50",286.33475961165
"249","50",312.066718563558
"250","50",311.941898795537
"251","50",304.443446284178
"252","50",300.907648987011
"253","50",295.383406005145
"254","50",226.404966592326
"255","50",316.858223108232
"256","50",271.280225021823
"257","50",306.718447207296
"258","50",306.484430411367
"259","50",247.781135958015
"260","50",294.64217697862
"261","50",278.138886559432
"262","50",300.710338513368
"263","50",241.87564860904
"264","50",272.719411165531
"265","50",311.496896063785
"266","50",250.725343720742
"267","50",304.594019620813
"268","50",250.338846238182
"269","50",284.543598346104
"270","50",278.842000558287
"271","50",252.605381907883
"272","50",265.14642003541
"273","50",307.922599022923
"274","50",163.575867942606
"275","50",296.646296564312
"276","50",284.049703232155
"277","50",310.071030753702
"278","50",292.459695087371
"279","50",286.653021708952
"280","50",315.784074953567
"281","50",301.263159913574
"282","50",315.930396487231
"283","50",312.551880670708
"284","50",293.316216278572
"285","50",281.196268753793
"286","50",283.63716182335
"287","50",310.967681511966
"288","50",284.554165658645
"289","50",269.790170045993
"290","50",311.177600125801
"291","50",308.371097121532
"292","50",303.255809818714
"293","50",280.313194719736
"294","50",312.980148169532
"295","50",313.575246644677
"296","50",233.10865997011
"297","50",269.862036492414
"298","50",313.275573188622
"299","50",259.866049915203
"300","50",305.314346828758
"301","50",287.226529211185
"302","50",304.052839490251
"303","50",310.264501380555
"304","50",238.84262918887
"305","50",299.09196431588
"306","50",294.701953396892
"307","50",290.507463939952
"308","50",217.650428638972
"309","50",310.026709572031
"310","50",274.776637041761
"311","50",294.808980887581
"312","50",303.218319575752
"313","50",307.685949318708
"314","50",292.142006556678
"315","50",303.695228393449
"316","50",299.4754800937
"317","50",246.344087202083
"318","50",299.626642658828
"319","50",313.702408302971
"320","50",298.210101151824
"321","50",299.967578093119
"322","50",297.32943088411
"323","50",310.437420955993
"324","50",313.328187680341
"325","50",302.494763742027
"326","50",305.925906892061
"327","50",303.28324169545
"328","50",309.466659609246
"329","50",285.429453423319
"330","50",307.644393401003
"331","50",312.07622257715
"332","50",202.402027213966
"333","50",286.551082742176
"334","50",313.644527841921
"335","50",271.179686492721
"336","50",305.440721478845
"337","50",308.40283041056
"338","50",296.061372451009
"339","50",292.612136554523
"340","50",255.753421686409
"341","50",253.913550532296
"342","50",318.294146172411
"343","50",281.481239049085
"344","50",290.804915267097
"345","50",303.26511852823
"346","50",303.794386501181
"347","50",281.285489665157
"348","50",260.229141062227
"349","50",294.48141104496
"350","50",317.384165558673
"351","50",281.690625308138
"352","50",283.979207849681
"353","50",309.884523867268
"354","50",303.08235627424
"355","50",257.918587842691
"356","50",281.659140820739
"357","50",279.769089876662
"358","50",260.403164441436
"359","50",287.59989126561
"360","50",296.447310539296
"361","50",313.918953462685
"362","50",261.137230549815
"363","50",306.6660640897
"364","50",285.461422099512
"365","50",299.750313016398
"366","50",312.381040097979
"367","50",309.280115836228
"368","50",310.6041067703
"369","50",285.360431116894
"370","50",314.147377831554
"371","50",294.565271147981
"372","50",242.594538055511
"373","50",306.343904168677
"374","50",290.717617284953
"375","50",295.362701039385
"376","50",301.881670337716
"377","50",213.104056197298
"378","50",305.387430206309
"379","50",310.162953596183
"380","50",268.138289182612
"381","50",304.524201269255
"382","50",304.017612766423
"383","50",249.851090290033
"384","50",292.28606395955
"385","50",292.719393770347
"386","50",309.568899943749
"387","50",291.666962109275
"388","50",279.733720991539
"389","50",282.617969800301
"390","50",274.946253198755
"391","50",317.16927633409
"392","50",278.774747732253
"393","50",262.803577595715
"394","50",286.676720954728
"395","50",270.94830494897
"396","50",267.650861153761
"397","50",285.917390941339
"398","50",197.794599224711
"399","50",307.521079381882
"400","50",286.219901986308
"401","50",315.101234362805
"402","50",315.372544609019
"403","50",280.787445850084
"404","50",305.067423112636
"405","50",296.270269847482
"406","50",317.139615279274
"407","50",307.08055082014
"408","50",289.713231120205
"409","50",292.852395092007
"410","50",299.212897638194
"411","50",299.687552925087
"412","50",231.970832835296
"413","50",299.269235835846
"414","50",299.245192159723
"415","50",308.091383644134
"416","50",283.735992988821
"417","50",316.597654999583
"418","50",305.71913784363
"419","50",237.834392382083
"420","50",315.268831980848
"421","50",313.031200379388
"422","50",285.348565640208
"423","50",310.844348335127
"424","50",294.705190454094
"425","50",231.733378369805
"426","50",308.842058310969
"427","50",266.715064205819
"428","50",308.390031275115
"429","50",270.900803156082
"430","50",303.049250055134
"431","50",311.09957088183
"432","50",308.34767016621
"433","50",276.121714005143
"434","50",288.8716148291
"435","50",290.038613627584
"436","50",293.034736061802
"437","50",312.351894991205
"438","50",292.021681684992
"439","50",289.408780524291
"440","50",312.783083053774
"441","50",291.000227864314
"442","50",237.135666177356
"443","50",227.603979943738
"444","50",301.469941516801
"445","50",283.693061398762
"446","50",305.226644385849
"447","50",256.527029805317
"448","50",319.452054305153
"449","50",297.987083026035
"450","50",286.746070407505
"451","50",311.171669853569
"452","50",262.866833144448
"453","50",314.829606476423
"454","50",312.841544665108
"455","50",307.301457574607
"456","50",255.408542697536
"457","50",225.994880827011
"458","50",246.721551961989
"459","50",298.151434892495
"460","50",299.603184864488
"461","50",289.091046017787
"462","50",311.359430828935
"463","50",316.056407280726
"464","50",245.977424087976
"465","50",294.813246355648
"466","50",316.436061075652
"467","50",296.685196016388
"468","50",204.527375736606
"469","50",308.72097507557
"470","50",310.05551256666
"471","50",261.951041053204
"472","50",286.394470962772
"473","50",316.67273789513
"474","50",250.059688174706
"475","50",302.747491430694
"476","50",294.950504070595
"477","50",297.438079125404
"478","50",298.70105769301
"479","50",311.007856975306
"480","50",315.370177966745
"481","50",310.965588883497
"482","50",303.660216437016
"483","50",305.140608551409
"484","50",312.224040132599
"485","50",270.383189402263
"486","50",313.558536837974
"487","50",288.194053362487
"488","50",200.741037302048
"489","50",305.721464438522
"490","50",304.729316282891
"491","50",312.119583754776
"492","50",310.461209388441
"493","50",276.701339316125
"494","50",314.899797714095
"495","50",299.839212562502
"496","50",274.852654645557
"497","50",316.568262239266
"498","50",278.683297115782
"499","50",312.944499074901
"500","50",306.677100862992
"1","100",628.519646966374
"2","100",523.804056815879
"3","100",535.298335453483
"4","100",594.334431361867
"5","100",653.018194409603
"6","100",619.772166375752
"7","100",642.551649822228
"8","100",661.127569638992
"9","100",638.76752443188
"10","100",641.137397740343
"11","100",455.137584396643
"12","100",652.448620212059
"13","100",600.185680453309
"14","100",646.071784166545
"15","100",599.604164195337
"16","100",633.238731627586
"17","100",663.314307259524
"18","100",579.843590915815
"19","100",606.39948768749
"20","100",643.868576955623
"21","100",624.176254309394
"22","100",627.853047047153
"23","100",565.466699315997
"24","100",656.359084642259
"25","100",650.525462551905
"26","100",660.814699948715
"27","100",665.051038090154
"28","100",614.306763051923
"29","100",573.092529050271
"30","100",663.237541830853
"31","100",641.766710629248
"32","100",593.580227472391
"33","100",626.951966048177
"34","100",643.836600778754
"35","100",561.766643806025
"36","100",664.187550889805
"37","100",612.016780864325
"38","100",614.341316320271
"39","100",636.225546300955
"40","100",644.96526305131
"41","100",587.337269769159
"42","100",642.949554097611
"43","100",626.726344662409
"44","100",656.726873892486
"45","100",604.719162474165
"46","100",556.483910585728
"47","100",580.809135815135
"48","100",661.398322594325
"49","100",648.634155544242
"50","100",618.406259694654
"51","100",529.467636729063
"52","100",535.670802150962
"53","100",627.939271067178
"54","100",441.847214433214
"55","100",588.479643407099
"56","100",604.110139238617
"57","100",666.871685761681
"58","100",607.472119706352
"59","100",648.028578033371
"60","100",619.231456756044
"61","100",566.50970605594
