"cohort","N","prior","Mean","Sd","Prob","bias","mse","lcl","ucl"
"1","100","BHM",-0.209863212,0.1182954,0.59,0.0132803393142097,0.000176367412300544,-0.441722196,0.021995772
"1","100","CPHM",-0.226107265261252,0.161210225584007,0.294,-0.00296371394704278,8.78360035989592e-06,-0.542079307405907,0.0898647768834019
"1","100","MEMs-Empirical",-0.221622629237939,0.0808953839684584,0.858,0.00152092207627066,2.31320396208747e-06,-0.380177581816118,-0.0630676766597605
"1","100","MEMs-Exponential",-0.221995474566305,0.0810203052902341,0.858,0.00114807674790474,1.31808021907951e-06,-0.380795272935164,-0.0631956761974461
"1","150","BHM",-0.2078098,0.0985474,0.74,0.0153337513142097,0.000235123929366028,-0.400962704,-0.014656896
"1","150","CPHM",-0.218808882274784,0.131551214846516,0.388,0.00433466903942581,1.87893556813567e-05,-0.476649263373956,0.0390314988243883
"1","150","MEMs-Empirical",-0.220551414172914,0.0660613133150104,0.946,0.00259213714129569,6.7191749592846e-06,-0.350031588270334,-0.0910712400754936
"1","150","MEMs-Exponential",-0.220877178145228,0.066097283038077,0.956,0.00226637316898168,5.13644734108005e-06,-0.350427852899859,-0.0913265033905971
"1","200","BHM",-0.21316438,0.0870076,0.852,0.00997917131420972,9.95838601183462e-05,-0.383699276,-0.042629484
"1","200","CPHM",-0.226382520477151,0.113886847528278,0.498,-0.00323896916294136,1.04909212384851e-05,-0.449600741632576,-0.0031642993217266
"1","200","MEMs-Empirical",-0.223853225229319,0.0572550244744143,0.98,-0.000709673915109121,5.03637065786308e-07,-0.336073073199171,-0.111633377259467
"1","200","MEMs-Exponential",-0.223992321649733,0.0572601847767446,0.982,-0.000848770335523302,7.20411082464339e-07,-0.336222283812152,-0.111762359487314
"1","250","BHM",-0.21111354,0.078349,0.92,0.0120300113142097,0.000144721172220014,-0.36467758,-0.0575495
"1","250","CPHM",-0.224804429016147,0.101736363761939,0.61,-0.00166087770193685,2.75851474079102e-06,-0.424207701989547,-0.0254011560427461
"1","250","MEMs-Empirical",-0.222578338064315,0.0510961213603513,0.992,0.000565213249895141,3.19466017857027e-07,-0.322726735930603,-0.122429940198026
"1","250","MEMs-Exponential",-0.222765733996012,0.0511136115444959,0.994,0.000377817318197277,1.42745925929782e-07,-0.322948412623224,-0.1225830553688
"1","300","BHM",-0.2143582,0.0717208,0.962,0.00878535131420971,7.71823977140863e-05,-0.354930968,-0.073785432
"1","300","CPHM",-0.229458559827469,0.0929552378416391,0.702,-0.00631500851325961,3.98793325225414e-05,-0.411650825997082,-0.0472662936578566
"1","300","MEMs-Empirical",-0.22403050696021,0.0465988177750625,1,-0.000886955645999998,7.86690317971274e-07,-0.315364189799332,-0.132696824121087
"1","300","MEMs-Exponential",-0.223819811771946,0.0466337198247582,0.998,-0.00067626045773661,4.5732820669813e-07,-0.315221902628472,-0.13241772091542
"1","350","BHM",-0.2072038,0.0670328,0.956,0.0159397513142097,0.00025407567195885,-0.338588088,-0.075819512
