"N","Mean","bias","mse","prob","cover","model"
50,-0.207045718805531,0.016097832508679,0.0515753202806335,0.14,0.948,"MCMC-Empirical"
100,-0.22031204651224,0.00283150480196926,0.0173102722125463,0.438,0.966,"MCMC-Empirical"
150,-0.222325151895312,0.000818399418897668,0.00985000290725978,0.746,0.958,"MCMC-Empirical"
200,-0.223213758951143,-7.02076369333143e-05,0.0054385115216378,0.87,0.95,"MCMC-Empirical"
250,-0.223556332409795,-0.000412781095585621,0.00392827221824359,0.956,0.962,"MCMC-Empirical"
300,-0.224302719109968,-0.00115916779575831,0.00279743979340268,0.98,0.942,"MCMC-Empirical"
350,-0.219232873012773,0.00391067830143625,0.0021843102684911,0.988,0.942,"MCMC-Empirical"
400,-0.224933283571925,-0.00178973225771574,0.00169609873990916,1,0.95,"MCMC-Empirical"
450,-0.221000266949451,0.00214328436475881,0.00164647337791736,0.998,0.946,"MCMC-Empirical"
500,-0.225136476069307,-0.00199292475509705,0.00137379639718083,1,0.946,"MCMC-Empirical"
