"N","mean","bias","mse","prob","cover","model"
50,-0.222189739363393,0.000953811950817188,0.0419068120693129,0.134,0.864,"MCMC-Uniform"
100,-0.27330226089418,-0.0501587095799707,0.0211295543860505,0.496,0.506,"MCMC-Uniform"
150,-0.291359943475631,-0.0682163921614217,0.0155906260922416,0.758,0.246,"MCMC-Uniform"
200,-0.287114428128534,-0.0639708768143239,0.0116229735530553,0.846,0.154,"MCMC-Uniform"
250,-0.291758922510419,-0.0686153711962091,0.0122700012466246,0.896,0.102,"MCMC-Uniform"
300,-0.29152444379534,-0.0683808924811306,0.00985007803228572,0.946,0.054,"MCMC-Uniform"
350,-0.285963133876113,-0.0628195825619038,0.00979227530886031,0.938,0.062,"MCMC-Uniform"
400,-0.279401086536673,-0.0562575352224628,0.00794781568530572,0.966,0.034,"MCMC-Uniform"
450,-0.283390941573503,-0.0602473902592931,0.00719252447862483,0.99,0.01,"MCMC-Uniform"
500,-0.278556330235339,-0.0554127789211288,0.00690238603026543,0.984,0.016,"MCMC-Uniform"
