"N","Mean","bias","mse","prob","cover","model"
50,-0.212752818342786,0.0103907329714242,0.000107967331683442,0.278,0.938,"Laplace-Empirical"
100,-0.219029509789892,0.00411404152431791,1.6925337663812e-05,0.518,0.944,"Laplace-Empirical"
150,-0.227600500927226,-0.00445694961301671,1.98643998529698e-05,0.758,0.964,"Laplace-Empirical"
200,-0.220932529872832,0.00221102144137736,4.88861581423041e-06,0.844,0.968,"Laplace-Empirical"
250,-0.226124405673379,-0.00298085435916964,8.88549271058067e-06,0.93,0.946,"Laplace-Empirical"
300,-0.223660804653265,-0.000517253339055168,2.67551016763721e-07,0.948,0.946,"Laplace-Empirical"
350,-0.223407376908845,-0.000263825594635309,6.96039443846741e-08,0.966,0.944,"Laplace-Empirical"
400,-0.218811902718092,0.00433164859611762,1.87631795602478e-05,0.984,0.968,"Laplace-Empirical"
450,-0.222918143599091,0.000225407715118531,5.08086380349567e-08,1,0.97,"Laplace-Empirical"
500,-0.222035153002174,0.00110839831203582,1.22854681812386e-06,0.99,0.954,"Laplace-Empirical"
