"N","Mean","bias","mse","prob","cover","model"
50,-0.00893327285324716,-0.00893327285324716,7.98033638705626e-05,0.038,0.922,"Laplace-Empirical"
100,-0.0114773959357351,-0.0114773959357351,0.000131730617465628,0.064,0.902,"Laplace-Empirical"
150,-0.0174890562093218,-0.0174890562093218,0.000305867087092818,0.078,0.89,"Laplace-Empirical"
200,0.00113276909213112,0.00113276909213112,1.28316581608757e-06,0.062,0.87,"Laplace-Empirical"
250,-0.00476833264762847,-0.00476833264762847,2.27369962384396e-05,0.096,0.826,"Laplace-Empirical"
300,-0.00478945951357254,-0.00478945951357254,2.29389224321505e-05,0.098,0.836,"Laplace-Empirical"
350,0.00141396692610376,0.00141396692610376,1.99930246811531e-06,0.112,0.806,"Laplace-Empirical"
400,0.00190321693895957,0.00190321693895957,3.62223471674262e-06,0.106,0.778,"Laplace-Empirical"
450,0.00218123720316107,0.00218123720316107,4.75779573645395e-06,0.118,0.76,"Laplace-Empirical"
500,0.00440937994607583,0.00440937994607583,1.94426315088557e-05,0.112,0.782,"Laplace-Empirical"
