"N","mean","bias","mse","prob","cover","model"
50,-0.0108306070174339,-0.0108306070174339,0.0463737560736907,0.024,0.964,"MCMC-Uniform"
100,-0.0496655823048258,-0.0496655823048258,0.0262065095923429,0.056,0.938,"MCMC-Uniform"
150,-0.0717876803955054,-0.0717876803955054,0.0210297320436746,0.118,0.874,"MCMC-Uniform"
200,-0.0612658860603761,-0.0612658860603761,0.0143250892780995,0.096,0.896,"MCMC-Uniform"
250,-0.0708395044226334,-0.0708395044226334,0.0162764464469392,0.174,0.814,"MCMC-Uniform"
300,-0.0657963105612897,-0.0657963105612897,0.0118820058275,0.154,0.844,"MCMC-Uniform"
350,-0.0560818633769862,-0.0560818633769862,0.0118996034314005,0.166,0.82,"MCMC-Uniform"
400,-0.0466555859740259,-0.0466555859740259,0.00917222867500305,0.13,0.86,"MCMC-Uniform"
450,-0.048583804116806,-0.048583804116806,0.00856831305579463,0.146,0.846,"MCMC-Uniform"
500,-0.0454405579695502,-0.0454405579695502,0.00808607357646912,0.14,0.85,"MCMC-Uniform"
