"cohort","N","prior","Mean","Sd","Prob","bias","mse","lcl","ucl"
"1","100","BHM",-0.22854992,0.1195782,0.652,-0.00540636868579028,2.92288223666937e-05,-0.462923192,0.005823352
"1","100","CPHM",-0.226107265261252,0.161210225584007,0.294,-0.00296371394704278,8.78360035989592e-06,-0.542079307405907,0.0898647768834019
"1","100","MEMs-Empirical",-0.253798601374574,0.0809431795632349,0.924,-0.0306550500603642,0.000939732094203437,-0.412447233318514,-0.0951499694306336
"1","100","MEMs-Exponential",-0.255006454302264,0.0809945227262962,0.934,-0.0318629029880546,0.00101524458682618,-0.413755718845805,-0.0962571897587238
"1","150","BHM",-0.2254114,0.1000634,0.79,-0.0022678486857903,5.1431376616408e-06,-0.421535664,-0.029287136
"1","150","CPHM",-0.218808882274784,0.131551214846516,0.388,0.00433466903942581,1.87893556813567e-05,-0.476649263373956,0.0390314988243883
"1","150","MEMs-Empirical",-0.252354292297529,0.0661985815006024,0.968,-0.0292107409833198,0.000853267388794597,-0.38210351203871,-0.122605072556349
"1","150","MEMs-Exponential",-0.254034683431388,0.066110878402685,0.982,-0.0308911321171781,0.000954262043480955,-0.38361200510065,-0.124457361762125
"1","200","BHM",-0.23035978,0.0887762,0.87,-0.0072162286857903,5.20739564456229e-05,-0.404361132,-0.056358428
"1","200","CPHM",-0.226382520477151,0.113886847528278,0.498,-0.00323896916294136,1.04909212384851e-05,-0.449600741632576,-0.0031642993217266
"1","200","MEMs-Empirical",-0.255233508391621,0.0573983531115826,0.984,-0.0320899570774111,0.00102976534523009,-0.367734280490323,-0.142732736292919
"1","200","MEMs-Exponential",-0.256446596643367,0.0573426510943165,0.986,-0.0333030453291573,0.00110909282819591,-0.368838192788227,-0.144055000498507
"1","250","BHM",-0.22703994,0.0802826,0.924,-0.00389638868579029,1.51818447907546e-05,-0.384393836,-0.069686044
"1","250","CPHM",-0.224804429016147,0.101736363761939,0.61,-0.00166087770193685,2.75851474079102e-06,-0.424207701989547,-0.0254011560427461
"1","250","MEMs-Empirical",-0.253781532309367,0.0513029823469034,0.99,-0.0306379809951576,0.000938685879459637,-0.354335377709298,-0.153227686909437
"1","250","MEMs-Exponential",-0.254840895198813,0.0512501050114442,0.996,-0.0316973438846036,0.00100472160933882,-0.355291101021244,-0.154390689376383
"1","300","BHM",-0.23027086,0.0736148,0.954,-0.00712730868579028,5.07985291025416e-05,-0.374555868,-0.085985852
"1","300","CPHM",-0.229458559827469,0.0929552378416391,0.702,-0.00631500851325961,3.98793325225414e-05,-0.411650825997082,-0.0472662936578566
"1","300","MEMs-Empirical",-0.255127408759418,0.0467595444471367,0.994,-0.031983857445208,0.00102296713707539,-0.346776115875806,-0.16347870164303
"1","300","MEMs-Exponential",-0.255974022544311,0.0467532097046288,1,-0.0328304712301016,0.00107783984119053,-0.347610313565384,-0.164337731523239
"1","350","BHM",-0.22198358,0.0692234,0.952,0.00115997131420972,1.34553344978943e-06,-0.357661444,-0.086305716
"1","350","CPHM",-0.218117390252568,0.0860350955193083,0.724,0.00502616106164155,2.52622950175618e-05,-0.386746177470413,-0.0494886030347238
"1","350","MEMs-Empirical",-0.250042345122931,0.043370345366898,0.998,-0.0268987938087211,0.000723545108364091,-0.335048222042051,-0.165036468203811
"1","350","MEMs-Exponential",-0.251668917189149,0.043337015200067,0.998,-0.0285253658749394,0.000813696498299155,-0.33660946698128,-0.166728367397018
"1","400","BHM",-0.22611334,0.0654814,0.966,-0.00296978868579029,8.819644838248e-06,-0.354456884,-0.097769796
"1","400","CPHM",-0.222624117724834,0.0804696850341695,0.796,0.00051943358937559,2.69811253771609e-07,-0.380344700391806,-0.0649035350578619
"1","400","MEMs-Empirical",-0.254819913687387,0.0405791563390261,1,-0.0316763623731775,0.00100339193319686,-0.334355060111878,-0.175284767262896
"1","400","MEMs-Exponential",-0.256570468302088,0.0405427029847809,1,-0.0334269169878781,0.0011173587793145,-0.336034166152258,-0.177106770451917
"1","450","BHM",-0.2264948,0.0624572,0.964,-0.00335124868579029,1.12308677540111e-05,-0.348910912,-0.104078688
"1","450","CPHM",-0.226162446354272,0.0758893201328556,0.838,-0.00301889504006242,9.11372726291348e-06,-0.374905513814669,-0.0774193788938751
"1","450","MEMs-Empirical",-0.250932812659139,0.0383536201167423,0.998,-0.0277892613449294,0.000772243046096789,-0.326105908087954,-0.175759717230324
"1","450","MEMs-Exponential",-0.252422282521826,0.0382912041285086,1,-0.0292787312076164,0.000857244101127849,-0.327473042613703,-0.177371522429949
"1","50","BHM",-0.21917968,0.1644528,0.374,0.00396387131420972,1.57122757956147e-05,-0.541507168,0.103147808
"1","50","CPHM",-0.203056873232019,0.228460852566167,0.14,0.020086678082191,0.000403474636377573,-0.650840144261707,0.24472639779767
"1","50","MEMs-Empirical",-0.249331842535397,0.115130110948001,0.676,-0.0261882912211876,0.000685826597085733,-0.474986859993479,-0.023676825077316
"1","50","MEMs-Exponential",-0.252802175275764,0.11493037297099,0.692,-0.0296586239615542,0.000879633975292878,-0.478065706298904,-0.0275386442526243
"1","500","BHM",-0.2249274,0.0598444,0.974,-0.00178384868579029,3.18211613379575e-06,-0.342222424,-0.107632376
"1","500","CPHM",-0.222468996874119,0.0719861151012518,0.856,0.000674554440090847,4.55023692646275e-07,-0.363561782472572,-0.0813762112756652
"1","500","MEMs-Empirical",-0.254175978316191,0.0363813939227629,1,-0.0310324270019814,0.000963011525633304,-0.325483510404806,-0.182868446227576
"1","500","MEMs-Exponential",-0.25570927395126,0.0363323153004333,1,-0.03256572263705,0.00106052629087327,-0.326920611940109,-0.184497935962411
