"simulation","cohort","N","Mean"
"1","1","50",-0.0398860158232026
"2","1","50",-0.0897351935126872
"3","1","50",-0.096862580680816
"4","1","50",-0.054674169009965
"5","1","50",0.0799440248073042
"6","1","50",0.164859590555997
"7","1","50",-0.098655600002458
"8","1","50",-0.262640581178634
"9","1","50",0.0497745256065887
"10","1","50",-0.140918250745716
"11","1","50",0.0831480740743684
"12","1","50",-0.0392167496373351
"13","1","50",-0.0594722372922858
"14","1","50",-0.318481687280545
"15","1","50",-0.291579370135649
"16","1","50",-0.344556449582478
"17","1","50",-0.00520751386031902
"18","1","50",-0.088639391153967
"19","1","50",-0.202042260616807
"20","1","50",0.146727629222705
"21","1","50",-0.206637936851855
"22","1","50",-0.379370532265163
"23","1","50",-0.126021319632421
"24","1","50",0.0310042176510093
"25","1","50",-0.0973103393115185
"26","1","50",0.0307471206618953
"27","1","50",0.0831313144018097
"28","1","50",-0.0820163284966587
"29","1","50",-0.377616624694289
"30","1","50",-0.330350729709122
"31","1","50",-0.0465948592534207
"32","1","50",0.0555826708078252
"33","1","50",0.0186539612389964
"34","1","50",-0.200954502803648
"35","1","50",-0.14679275739567
"36","1","50",-0.00526019981447478
"37","1","50",0.0973888017639246
"38","1","50",-0.0717016774941054
"39","1","50",-0.124558316883066
"40","1","50",-0.270701252897261
"41","1","50",-0.268520139404455
"42","1","50",-0.525443095378345
"43","1","50",0.154850782044701
"44","1","50",0.109194180168057
"45","1","50",0.0944543967543971
"46","1","50",0.0399378667778074
"47","1","50",-0.301114199481549
"48","1","50",-0.14057757500021
"49","1","50",-0.0135531730745172
"50","1","50",0.0663603359518874
"51","1","50",0.223951836592494
"52","1","50",-0.215231977320855
"53","1","50",0.112733537563503
"54","1","50",-0.36810298254404
"55","1","50",-0.0377352518312637
"56","1","50",-0.205901311722041
"57","1","50",0.380640025937162
"58","1","50",-0.185272807967644
"59","1","50",-0.402336260864769
"60","1","50",-0.155274521635456
"61","1","50",0.110001737903659
"62","1","50",-0.494614223722577
"63","1","50",-0.206049740843385
"64","1","50",0.350588129205952
"65","1","50",-0.109552960340121
"66","1","50",-0.418867995180498
"67","1","50",0.126481658807773
"68","1","50",0.326170684466423
"69","1","50",-0.308921700292102
"70","1","50",-0.132901264685176
"71","1","50",-0.118138938288138
"72","1","50",0.22744061458274
"73","1","50",-0.1754378535615
"74","1","50",-0.0303148531691186
"75","1","50",-0.107565116535253
"76","1","50",-0.324848288390093
"77","1","50",0.388704154282475
"78","1","50",0.473651649202984
"79","1","50",0.169888880197317
"80","1","50",-0.0731469855862372
"81","1","50",0.22107602506946
"82","1","50",-0.102696066653387
"83","1","50",0.0974877201214941
"84","1","50",0.0546070072304701
"85","1","50",-0.22952541352199
"86","1","50",0.0648677304263296
"87","1","50",0.0276401844788273
"88","1","50",0.324498994191536
"89","1","50",0.0900625608202827
"90","1","50",0.207557754509732
"91","1","50",-0.0969364065572572
"92","1","50",0.150979553559685
"93","1","50",-0.26914542032776
"94","1","50",-0.0768309119452452
"95","1","50",-0.110080172962904
"96","1","50",0.174285102585072
"97","1","50",-0.00363744743227339
"98","1","50",-0.176526097479971
"99","1","50",0.104906051971022
"100","1","50",-0.120874480148563
"101","1","50",0.103609290970608
"102","1","50",-0.343641875497731
"103","1","50",-0.0842685978057165
"104","1","50",-0.289051522074434
"105","1","50",0.158746918745094
"106","1","50",0.0968804589396686
"107","1","50",-0.253322893933238
"108","1","50",-0.00499012503305242
"109","1","50",0.0583149176901885
"110","1","50",-0.126277092120282
"111","1","50",-0.0644896302258077
"112","1","50",0.176320762536295
"113","1","50",-0.131953211840566
"114","1","50",-0.0935046918394287
"115","1","50",-0.166216002042613
"116","1","50",-0.115363680550809
"117","1","50",0.161319906874116
"118","1","50",0.100414260940428
"119","1","50",0.234741337462528
"120","1","50",-0.134592084506474
"121","1","50",-0.158103473753381
"122","1","50",0.517010039983526
"123","1","50",-0.282052643873733
"124","1","50",-0.107129868193044
"125","1","50",-0.0536886960404429
"126","1","50",-0.148308602644733
"127","1","50",0.0230719029540331
"128","1","50",-0.414614311669823
"129","1","50",0.530698552682343
"130","1","50",-0.180525141811254
"131","1","50",0.0500133165563255
"132","1","50",0.148820269405033
"133","1","50",-0.306518889391245
"134","1","50",-0.0605614550248184
"135","1","50",-0.508236166247906
"136","1","50",0.236887080687116
"137","1","50",0.0935336816793072
"138","1","50",-0.161178861560239
"139","1","50",-0.0721739405543217
"140","1","50",-0.439603776227679
"141","1","50",-0.103394520327856
"142","1","50",-0.376638671803255
"143","1","50",-0.0804660882287918
"144","1","50",0.0728432971999129
"145","1","50",-0.193237417852951
"146","1","50",-0.272531610713422
"147","1","50",-0.047794607064928
"148","1","50",-0.00286756489354581
"149","1","50",-0.141465065196348
"150","1","50",0.145963883767624
"151","1","50",-0.150730107454925
"152","1","50",-0.236842050451517
"153","1","50",-0.159198692123493
"154","1","50",-0.152395248282139
"155","1","50",-0.481718937473836
"156","1","50",0.142386675242001
"157","1","50",-0.13613885611056
"158","1","50",-0.00183200055616397
