"simulation","cohort","N","Mean"
"1","1","50",-0.15428082237168
"2","1","50",-0.35217954248248
"3","1","50",-0.294239267625741
"4","1","50",-0.298085815658474
"5","1","50",-0.14113496518418
"6","1","50",0.0113228092498723
"7","1","50",-0.289958380320235
"8","1","50",-0.543823960266978
"9","1","50",-0.0528635627176081
"10","1","50",-0.279622508140816
"11","1","50",-0.161337289665875
"12","1","50",-0.217617956821728
"13","1","50",-0.27625122859622
"14","1","50",-0.55347627003211
"15","1","50",-0.352014115295641
"16","1","50",-0.586977560615712
"17","1","50",-0.204799817225299
"18","1","50",-0.299187181737565
"19","1","50",-0.358627591299477
"20","1","50",-0.035678411069211
"21","1","50",-0.558216882705902
"22","1","50",-0.554451530749233
"23","1","50",-0.289812995446994
"24","1","50",-0.220721344678839
"25","1","50",-0.288394409149059
"26","1","50",-0.0901523576318027
"27","1","50",-0.111483077191596
"28","1","50",-0.254807816054773
"29","1","50",-0.502494232247706
"30","1","50",-0.477003147394089
"31","1","50",-0.252679245507196
"32","1","50",-0.223849803539389
"33","1","50",0.138709330639043
"34","1","50",-0.345280277042369
"35","1","50",-0.327269250295004
"36","1","50",0.05154552417765
"37","1","50",-0.122515043541455
"38","1","50",-0.301014285680335
"39","1","50",-0.267307478170385
"40","1","50",-0.421729825187078
"41","1","50",-0.421337743248517
"42","1","50",-0.673320556779101
"43","1","50",0.00366283652528045
"44","1","50",-0.0805208396970073
"45","1","50",-0.329223249872354
"46","1","50",-0.317604736175641
"47","1","50",-0.55377349210624
"48","1","50",-0.347761795534753
"49","1","50",0.00983630614513333
"50","1","50",-0.303537016828534
"51","1","50",0.217125551077829
"52","1","50",-0.299164100723833
"53","1","50",-0.0746450186606671
"54","1","50",-0.574896083058219
"55","1","50",-0.312758403221865
"56","1","50",-0.317073675775977
"57","1","50",0.262772052137089
"58","1","50",-0.364867430854609
"59","1","50",-0.569305056639635
"60","1","50",-0.516744922652802
"61","1","50",-0.0944546979878076
"62","1","50",-0.651508170820644
"63","1","50",-0.469031330048523
"64","1","50",0.294925677157285
"65","1","50",-0.274365035048899
"66","1","50",-0.576749297833607
"67","1","50",0.208962817567606
"68","1","50",0.0963633385824225
"69","1","50",-0.439169630361217
"70","1","50",-0.35579704934265
"71","1","50",-0.324982491763897
"72","1","50",0.0715318792043872
"73","1","50",-0.366406084323632
"74","1","50",-0.280138656853156
"75","1","50",-0.259982072771081
"76","1","50",-0.604643527480409
"77","1","50",0.228661604186203
"78","1","50",0.523054326792215
"79","1","50",-0.0517829953006118
"80","1","50",-0.336757318904233
"81","1","50",-0.0108108981296119
"82","1","50",-0.322203438688614
"83","1","50",-0.149282603980976
"84","1","50",-0.141482906828715
"85","1","50",-0.396310443286565
"86","1","50",-0.138730121844665
"87","1","50",-0.212153167729556
"88","1","50",0.141268388220355
"89","1","50",-0.181347752566667
"90","1","50",0.089222027263107
"91","1","50",-0.283975736169295
"92","1","50",0.0944214470556317
"93","1","50",-0.495085045022403
"94","1","50",-0.0818962143038273
"95","1","50",-0.289100035982589
"96","1","50",0.0149889028448463
"97","1","50",-0.187116424478982
"98","1","50",-0.318108199221919
"99","1","50",-0.149313545601509
"100","1","50",-0.306035457058852
"101","1","50",-0.084686689115921
"102","1","50",-0.516160226163231
"103","1","50",-0.350427292415427
"104","1","50",-0.48571634852679
"105","1","50",-0.00115196065794906
"106","1","50",-0.0924005714749663
"107","1","50",-0.378140983764747
"108","1","50",-0.169105770968049
"109","1","50",-0.123927818782811
"110","1","50",-0.29044593615696
"111","1","50",-0.285009185190503
"112","1","50",0.0190791212594374
"113","1","50",-0.213686027291556
"114","1","50",-0.302385901020204
"115","1","50",-0.384620346095574
"116","1","50",-0.379069043601262
"117","1","50",-0.0605149696986272
"118","1","50",-0.0702141614515926
"119","1","50",0.0860152829049136
"120","1","50",-0.228091860059063
"121","1","50",-0.176410645339896
"122","1","50",0.373340318390839
"123","1","50",-0.473628784536524
"124","1","50",-0.371976542387078
"125","1","50",0.0880917960466635
"126","1","50",-0.381736918948758
"127","1","50",-0.404041580203532
"128","1","50",-0.555896939284984
"129","1","50",0.185136373809945
"130","1","50",-0.360940725321325
"131","1","50",0.0705008601267278
"132","1","50",-0.109249268281538
"133","1","50",-0.507349568100279
"134","1","50",-0.19413320220071
"135","1","50",-0.70195801203482
"136","1","50",0.0646641836220927
"137","1","50",-0.0747636301112345
"138","1","50",-0.58633434522971
"139","1","50",-0.237774989431457
"140","1","50",-0.603895033564258
"141","1","50",-0.205161564657383
"142","1","50",-0.504875114507031
"143","1","50",-0.280546118996898
"144","1","50",-0.142155988125069
"145","1","50",-0.235060665294334
"146","1","50",-0.54998530251787
"147","1","50",-0.236981468109125
"148","1","50",-0.273793506230023
"149","1","50",-0.335216389151626
"150","1","50",-0.105975972828507
"151","1","50",-0.389417519773498
"152","1","50",-0.422863196502208
"153","1","50",-0.326250081588167
"154","1","50",-0.330572784962493
"155","1","50",-0.649127484783694
"156","1","50",-0.299951227167852
"157","1","50",-0.354105479980486
"158","1","50",-0.186555947028805
"159","1","50",-0.60067496384898
"160","1","50",-0.402830413850929
"161","1","50",-0.223908108222542
"162","1","50",-0.434063677530338
"163","1","50",-0.208514995137884
"164","1","50",-0.339416740228273
"165","1","50",-0.0875060150421159
"166","1","50",-0.276961379873185
"167","1","50",-0.258300076391862
"168","1","50",-0.326948733059721
"169","1","50",-0.194346925905984
"170","1","50",-0.043412045015994
"171","1","50",-0.463313858057314
"172","1","50",-0.259664988575908
"173","1","50",-0.278244425622513
"174","1","50",-0.246767698003602
"175","1","50",-0.412122529225263
"176","1","50",-0.0639752168892197
"177","1","50",-0.388911792953609
"178","1","50",-0.254562622504419
"179","1","50",-0.352237306514314
"180","1","50",-0.196536644078511
"181","1","50",-0.3864507384168
"182","1","50",-0.402891965325466
"183","1","50",-0.284530864313779
"184","1","50",-0.216401514054254
"185","1","50",-0.266531561468056
"186","1","50",-0.296602428394301
"187","1","50",-0.285083060581432
"188","1","50",-0.0856003192034368
"189","1","50",-0.150907970789845
"190","1","50",-0.250672089743017
"191","1","50",-0.212703776342973
"192","1","50",-0.304898374328003
"193","1","50",-0.437781345260599
"194","1","50",-0.384100582973664
"195","1","50",-0.50082534154736
"196","1","50",-0.0264116363577569
"197","1","50",-0.0762116433159892
"198","1","50",-0.340107932849194
"199","1","50",-0.229061235305166
"200","1","50",-0.46769275870997
"201","1","50",-0.113728118553155
"202","1","50",-0.479252979118974
"203","1","50",-0.592970720779238
"204","1","50",-0.388324436626687
"205","1","50",-0.0209247041433698
"206","1","50",-0.345536437582165
"207","1","50",-0.131877394387961
"208","1","50",-0.163196131696935
"209","1","50",-0.023245528716301
"210","1","50",-0.247379147470656
"211","1","50",-0.640145841972023
"212","1","50",-0.512196310844279
"213","1","50",-0.266567921981618
"214","1","50",-0.28143242096035
"215","1","50",-0.145996707168501
"216","1","50",-0.287272506300049
"217","1","50",-0.213181190218067
"218","1","50",-0.534220843991959
"219","1","50",0.0607965203566395
"220","1","50",-0.330014524557547
"221","1","50",-0.378976793728905
"222","1","50",-0.261119528494038
"223","1","50",-0.255296766852882
"224","1","50",-0.293640481068798
"225","1","50",-0.247931897555834
"226","1","50",-0.395968103223956
"227","1","50",-0.355710648194994
"228","1","50",-0.179790158194214
"229","1","50",-0.485534338668593
"230","1","50",-0.196962338635835
"231","1","50",-0.389753581843471
"232","1","50",-0.313346532687792
"233","1","50",-0.332212924285043
"234","1","50",-0.452067710745057
"235","1","50",-0.0394857799312784
"236","1","50",0.149421841742661
"237","1","50",-0.386644489671759
"238","1","50",-0.244193127415858
"239","1","50",-0.191449876169008
"240","1","50",-0.379291267554303
"241","1","50",-0.269698893711736
"242","1","50",-0.560811435766267
