"simulation","cohort","N","Mean"
"1","1","50",-0.248384755056677
"2","1","50",-0.332391494813671
"3","1","50",-0.278185770453708
"4","1","50",-0.277939359921971
"5","1","50",-0.130340871654115
"6","1","50",-0.12934803857279
"7","1","50",-0.277091013510075
"8","1","50",-0.495722126850803
"9","1","50",-0.122637015806412
"10","1","50",-0.293321078448914
"11","1","50",-0.147370850221308
"12","1","50",-0.241004637921675
"13","1","50",-0.282352231937423
"14","1","50",-0.554870008993141
"15","1","50",-0.378743814350184
"16","1","50",-0.497675532213067
"17","1","50",-0.216932429177375
"18","1","50",-0.279961224629472
"19","1","50",-0.381973100482563
"20","1","50",-0.130505460251772
"21","1","50",-0.457300231858617
"22","1","50",-0.582782420779814
"23","1","50",-0.288076212067634
"24","1","50",-0.190634632397176
"25","1","50",-0.270580196980692
"26","1","50",-0.16648910355331
"27","1","50",-0.174125802967372
"28","1","50",-0.279833989325332
"29","1","50",-0.527484030402782
"30","1","50",-0.495594231349266
"31","1","50",-0.261545746194035
"32","1","50",-0.171876276250591
"33","1","50",-0.18082408593675
"34","1","50",-0.447477573198147
"35","1","50",-0.286701360551035
"36","1","50",-0.133740779573819
"37","1","50",-0.181564916726639
"38","1","50",-0.233463686616229
"39","1","50",-0.323394806845372
"40","1","50",-0.421754283786835
"41","1","50",-0.449461107757305
"42","1","50",-0.632591845371309
"43","1","50",-0.0956632083068413
"44","1","50",-0.0806121205683558
"45","1","50",-0.213767635079013
"46","1","50",-0.234800118878657
"47","1","50",-0.509711836289921
"48","1","50",-0.369319994393574
"49","1","50",-0.196430882880589
"50","1","50",-0.208145350046313
"51","1","50",-0.0440540608999146
"52","1","50",-0.412426647797411
"53","1","50",-0.0769455606790562
"54","1","50",-0.546190673160531
"55","1","50",-0.25320774170196
"56","1","50",-0.416902150916545
"57","1","50",0.0711073873661781
"58","1","50",-0.3819328753605
"59","1","50",-0.564719650776428
"60","1","50",-0.421630941072499
"61","1","50",-0.0830918258131729
"62","1","50",-0.670511129618841
"63","1","50",-0.440034999044777
"64","1","50",0.163052898142171
"65","1","50",-0.288736236753402
"66","1","50",-0.592633500885585
"67","1","50",-0.0406223468909703
"68","1","50",0.119874256043027
"69","1","50",-0.470006319382286
"70","1","50",-0.352817313132528
"71","1","50",-0.299500895423635
"72","1","50",-0.109276196666455
"73","1","50",-0.371543836727426
"74","1","50",-0.275370994589086
"75","1","50",-0.277750992365398
"76","1","50",-0.608977202194678
"77","1","50",0.133603152284498
"78","1","50",0.263091389090811
"79","1","50",-0.133569913268176
"80","1","50",-0.300143311300358
"81","1","50",-0.00107076700191479
"82","1","50",-0.295496472124376
"83","1","50",-0.123723322211372
"84","1","50",-0.228168352981905
"85","1","50",-0.398227816586362
"86","1","50",-0.11939773452232
"87","1","50",-0.197674344881928
"88","1","50",0.0173534936885507
"89","1","50",-0.171557868779312
"90","1","50",0.0427012074075929
"91","1","50",-0.289068875350911
"92","1","50",-0.0574209799767098
"93","1","50",-0.424977874582978
"94","1","50",-0.293629676812559
"95","1","50",-0.291503576620358
"96","1","50",0.00779217154251587
"97","1","50",-0.190890828973232
"98","1","50",-0.337085804552613
"99","1","50",-0.129334221013823
"100","1","50",-0.302848078417046
