"simulation","cohort","N","Sd"
"1","1","50",0.15517837830604
"2","1","50",0.15336333965701
"3","1","50",0.14635364525215
"4","1","50",0.14972576513734
"5","1","50",0.146643342892736
"6","1","50",0.159814386206231
"7","1","50",0.148419357823126
"8","1","50",0.157323925659968
"9","1","50",0.160036445555768
"10","1","50",0.14838937611576
"11","1","50",0.149424721727268
"12","1","50",0.166546432659578
"13","1","50",0.148762846715196
"14","1","50",0.139284862887825
"15","1","50",0.154883275643886
"16","1","50",0.159853233767166
"17","1","50",0.153025379806835
"18","1","50",0.155818723929638
"19","1","50",0.145542926989137
"20","1","50",0.160451742736574
"21","1","50",0.16477015987547
"22","1","50",0.147820749957357
"23","1","50",0.150381427621925
"24","1","50",0.152750376686302
"25","1","50",0.148437764319283
"26","1","50",0.168307805221122
"27","1","50",0.155885521038478
"28","1","50",0.153326016660701
"29","1","50",0.149917197541802
"30","1","50",0.145532377464389
"31","1","50",0.147353479866223
"32","1","50",0.15790800864895
"33","1","50",0.176887893786383
"34","1","50",0.165487241016611
"35","1","50",0.159754147098411
"36","1","50",0.168247755985613
"37","1","50",0.162140255122652
"38","1","50",0.161091960246101
"39","1","50",0.166148481110987
"40","1","50",0.151217258124567
"41","1","50",0.143941481360314
"42","1","50",0.170029385045266
"43","1","50",0.159892205172548
"44","1","50",0.1664406727533
"45","1","50",0.158069151771663
"46","1","50",0.167954212180893
"47","1","50",0.163442992550349
"48","1","50",0.153573906515138
"49","1","50",0.167233001963668
"50","1","50",0.156442298144172
"51","1","50",0.17956415919738
"52","1","50",0.155798469982889
"53","1","50",0.164091652467323
"54","1","50",0.148964167058397
"55","1","50",0.154721161266298
"56","1","50",0.172062393014957
"57","1","50",0.190505559962572
"58","1","50",0.148139301977195
"59","1","50",0.15403699373618
"60","1","50",0.1590236490539
"61","1","50",0.149552265989552
"62","1","50",0.149227416733369
"63","1","50",0.154127898109308
"64","1","50",0.169928175216315
"65","1","50",0.1476692953824
"66","1","50",0.147032747637229
"67","1","50",0.175555487206459
"68","1","50",0.168285246163496
"69","1","50",0.145574918045664
"70","1","50",0.15329908488349
"71","1","50",0.158343443787032
"72","1","50",0.163790088177269
"73","1","50",0.149003851902114
"74","1","50",0.146578715690402
"75","1","50",0.142367488699336
"76","1","50",0.14505180289299
"77","1","50",0.180380279827427
"78","1","50",0.173664159460298
"79","1","50",0.16621160267505
"80","1","50",0.155563409529041
"81","1","50",0.17536023344927
"82","1","50",0.150269748787556
"83","1","50",0.157422476435725
"84","1","50",0.15059217555327
"85","1","50",0.138875996385266
"86","1","50",0.148068229830681
"87","1","50",0.164165253697261
"88","1","50",0.178541376264238
"89","1","50",0.155371331578493
"90","1","50",0.191765424142353
"91","1","50",0.149935880273933
"92","1","50",0.171231478590255
"93","1","50",0.158861861280837
"94","1","50",0.171938017267417
"95","1","50",0.154263771028777
"96","1","50",0.165012353302788
"97","1","50",0.152249606590035
"98","1","50",0.147403393303121
"99","1","50",0.150734111269801
"100","1","50",0.14914546036166
"101","1","50",0.144305274935085
"102","1","50",0.159895296451355
"103","1","50",0.155454412797468
"104","1","50",0.15374968265143
"105","1","50",0.145366026342114
"106","1","50",0.159023088753235
"107","1","50",0.150312932995093
"108","1","50",0.148128118050119
"109","1","50",0.144360565033146
"110","1","50",0.149341761625648
"111","1","50",0.146730599089639
"112","1","50",0.17744455948149
"113","1","50",0.167118352658361
"114","1","50",0.16369117943367
"115","1","50",0.150831258643942
"116","1","50",0.155943799890445
"117","1","50",0.174298545774645
"118","1","50",0.146835808920849
"119","1","50",0.156302914982559
"120","1","50",0.160370534025842
"121","1","50",0.167844117085038
"122","1","50",0.184572429826961
"123","1","50",0.159381237639027
"124","1","50",0.156474313401478
"125","1","50",0.174282367505385
"126","1","50",0.147330355426209
"127","1","50",0.167768805844661
"128","1","50",0.146551615649503
"129","1","50",0.200226018190917
"130","1","50",0.150189608757894
"131","1","50",0.186371015519702
"132","1","50",0.149835388792942
"133","1","50",0.150004737306346
"134","1","50",0.151848063397788
"135","1","50",0.154746494394296
"136","1","50",0.152812749064432
"137","1","50",0.153262942092891
"138","1","50",0.164952910439142
"139","1","50",0.149719281093112
"140","1","50",0.169385714360346
"141","1","50",0.155478798702564
"142","1","50",0.14795736482615
"143","1","50",0.159211511072311
"144","1","50",0.169542755014964
"145","1","50",0.153047735807329
"146","1","50",0.162452703660987
"147","1","50",0.157810479184498
"148","1","50",0.152085265844199
"149","1","50",0.147388263334486
"150","1","50",0.152933667192673
"151","1","50",0.142610512102499
"152","1","50",0.152612100371676
"153","1","50",0.149304687705729
"154","1","50",0.172378268277431
"155","1","50",0.168336661964709
"156","1","50",0.166481929437251
"157","1","50",0.151896110115749
"158","1","50",0.163858946993683
"159","1","50",0.14996838783442
"160","1","50",0.145924452067692
"161","1","50",0.144423965195241
"162","1","50",0.165486127235416
"163","1","50",0.169369885737157
"164","1","50",0.16280872606711
"165","1","50",0.149436370825238
"166","1","50",0.146361886329929
"167","1","50",0.183775263379723
"168","1","50",0.153585894894676
"169","1","50",0.153263835596472
"170","1","50",0.16687462324507
"171","1","50",0.141584743788112
"172","1","50",0.16013295286552
"173","1","50",0.160090285634774
"174","1","50",0.148842377926074
"175","1","50",0.143546352925856
"176","1","50",0.154245140833084
"177","1","50",0.164505758852715
"178","1","50",0.150105159308473
"179","1","50",0.139854950287446
"180","1","50",0.149865109362894
"181","1","50",0.178960112298778
"182","1","50",0.139929154529665
"183","1","50",0.148745181078929
"184","1","50",0.16375678784867
"185","1","50",0.162457106032536
"186","1","50",0.150820684041378
"187","1","50",0.155826683124451
"188","1","50",0.16837558464301
"189","1","50",0.150731228891958
"190","1","50",0.15538268237794
"191","1","50",0.16101384285449
"192","1","50",0.146506140355169
"193","1","50",0.145871369513871
"194","1","50",0.161699769593939
"195","1","50",0.141476107247452
"196","1","50",0.173687031598107
"197","1","50",0.184882479521016
"198","1","50",0.152043074112442
"199","1","50",0.149203167111046
"200","1","50",0.145360370722267
"201","1","50",0.16458091350592
"202","1","50",0.165388585663868
"203","1","50",0.154540705233093
"204","1","50",0.147088103463091
"205","1","50",0.160058210094778
"206","1","50",0.157161649909466
"207","1","50",0.154031721101219
"208","1","50",0.15802284149883
"209","1","50",0.165173318400769
"210","1","50",0.150302766310069
"211","1","50",0.146781115963019
"212","1","50",0.15948535700009
"213","1","50",0.147669558455591
"214","1","50",0.149201973795785
"215","1","50",0.146786570230462
"216","1","50",0.157872669431052
"217","1","50",0.154814916585314
"218","1","50",0.147323214563129
"219","1","50",0.181459151728502
"220","1","50",0.15306820646508
"221","1","50",0.140451579735403
"222","1","50",0.163327519768759
"223","1","50",0.146222318763667
"224","1","50",0.152133037969362
"225","1","50",0.169305052773358
"226","1","50",0.161615114096055
"227","1","50",0.158782135780577
"228","1","50",0.154850394490692
"229","1","50",0.158138080619399
"230","1","50",0.151803853068183
"231","1","50",0.143945665075642
"232","1","50",0.160561859634503
"233","1","50",0.154817292050653
"234","1","50",0.147805417515718
"235","1","50",0.163249516327895
"236","1","50",0.178348486579611
"237","1","50",0.14747949907328
"238","1","50",0.151530015869932
"239","1","50",0.151055538964549
"240","1","50",0.155089920364298
"241","1","50",0.146440275452084
"242","1","50",0.170145483235402
"243","1","50",0.149017706512915
"244","1","50",0.150004984336724
"245","1","50",0.150071820414356
"246","1","50",0.15228351506822
"247","1","50",0.156536553817343
"248","1","50",0.175866104133815
"249","1","50",0.14092290085119
"250","1","50",0.151830335329614
"251","1","50",0.152486587330393
"252","1","50",0.15811682854727
"253","1","50",0.151946957813
"254","1","50",0.190076023841875
"255","1","50",0.149999403014966
"256","1","50",0.149828161589041
"257","1","50",0.139159921469674
"258","1","50",0.143865034468981
"259","1","50",0.164541894078651
"260","1","50",0.143853765076576
"261","1","50",0.153681058401668
"262","1","50",0.143640786793627
"263","1","50",0.165369392828731
"264","1","50",0.169778747544162
"265","1","50",0.149031559399013
"266","1","50",0.165699696519724
"267","1","50",0.158417796955014
"268","1","50",0.154753646600777
"269","1","50",0.144726221723945
"270","1","50",0.16166359474755
"271","1","50",0.152575016967005
"272","1","50",0.17618871725371
"273","1","50",0.153630575567989
"274","1","50",0.185016065760046
"275","1","50",0.139050500387364
"276","1","50",0.148799609208846
"277","1","50",0.153424036691659
"278","1","50",0.157956869412323
"279","1","50",0.163350601489956
"280","1","50",0.143133586510527
"281","1","50",0.158110306832566
"282","1","50",0.139202654265547
"283","1","50",0.151035314608547
"284","1","50",0.158203357967933
"285","1","50",0.155554371817766
"286","1","50",0.16469156568853
"287","1","50",0.141832207487268
"288","1","50",0.144686261705485
"289","1","50",0.164010691534904
"290","1","50",0.144433016862886
"291","1","50",0.141367210303486
"292","1","50",0.158010695027552
"293","1","50",0.160482208960172
"294","1","50",0.145533849013634
"295","1","50",0.146348419581725
"296","1","50",0.178415948091321
"297","1","50",0.154568121501206
"298","1","50",0.149940902407653
"299","1","50",0.168000965964444
"300","1","50",0.155331938789379
"301","1","50",0.160354083461508
"302","1","50",0.146846116986567
"303","1","50",0.149379789739139
"304","1","50",0.15442208029197
