"N","mean","bias","mse","prob","cover","model"
50,-0.210179249246212,0.0129643020679981,0.0440689015952693,0.12,0.966,"MCMC-Uniform"
100,-0.226964600298533,-0.00382104898432353,0.014693151027215,0.392,0.966,"MCMC-Uniform"
150,-0.234591006882823,-0.011447455568613,0.00653803438509066,0.736,0.978,"MCMC-Uniform"
200,-0.227598989037906,-0.00445543772369654,0.00439538547358833,0.874,0.976,"MCMC-Uniform"
250,-0.228929880060692,-0.00578632874648185,0.00423489719014726,0.94,0.954,"MCMC-Uniform"
300,-0.228874336217232,-0.00573078490302251,0.00297159081079798,0.97,0.96,"MCMC-Uniform"
350,-0.229807868813767,-0.00666431749955712,0.00276716409323345,0.984,0.934,"MCMC-Uniform"
400,-0.225806912281869,-0.00266336096765976,0.00210472873974804,0.994,0.966,"MCMC-Uniform"
450,-0.227486448952357,-0.00434289763814707,0.00175783018704864,1,0.97,"MCMC-Uniform"
500,-0.227793042055105,-0.00464949074089539,0.00164407798860748,1,0.952,"MCMC-Uniform"
