"N","mean","bias","mse","prob","cover","model"
50,-0.242937621384578,-0.019794070070368,0.0526674373951787,0.162,0.964,"MCMC-Uniform"
100,-0.291383930313714,-0.0682403789995046,0.0311019645000775,0.44,0.908,"MCMC-Uniform"
150,-0.317729192531308,-0.0945856412170983,0.0281314954827141,0.676,0.822,"MCMC-Uniform"
200,-0.315612373640141,-0.0924688223259314,0.0221253396065066,0.744,0.804,"MCMC-Uniform"
250,-0.319380482256962,-0.0962369309427526,0.0215205121178586,0.828,0.742,"MCMC-Uniform"
300,-0.316883096176508,-0.0937395448622984,0.0166545624593893,0.854,0.734,"MCMC-Uniform"
350,-0.311602939770715,-0.0884593884565057,0.0173448987653502,0.864,0.734,"MCMC-Uniform"
400,-0.301719832319556,-0.0785762810053462,0.0148671899034846,0.894,0.734,"MCMC-Uniform"
450,-0.311543009185163,-0.0883994578709529,0.0135027527176217,0.946,0.704,"MCMC-Uniform"
500,-0.30343554342241,-0.0802919921082002,0.0126620040961543,0.928,0.714,"MCMC-Uniform"
