"N","mean","bias","mse","prob","cover","model"
50,-0.217600003155683,0.00554354815852711,0.0447530026838068,0.124,0.966,"MCMC-Uniform"
100,-0.246268728864614,-0.023125177550404,0.0162919929823595,0.434,0.97,"MCMC-Uniform"
150,-0.258778652765512,-0.0356351014513027,0.00867062382400277,0.764,0.94,"MCMC-Uniform"
200,-0.252235663130835,-0.0290921118166257,0.00568144549160268,0.87,0.956,"MCMC-Uniform"
250,-0.253464622122881,-0.0303210708086718,0.00602595187084405,0.924,0.922,"MCMC-Uniform"
300,-0.256891682493365,-0.0337481311791555,0.00440214123276852,0.978,0.926,"MCMC-Uniform"
350,-0.255765405088451,-0.032621853774241,0.00434123506224226,0.98,0.914,"MCMC-Uniform"
400,-0.250707703388721,-0.0275641520745111,0.00328214456983478,0.986,0.91,"MCMC-Uniform"
450,-0.253993467461433,-0.0308499161472235,0.00304899842302337,0.992,0.884,"MCMC-Uniform"
500,-0.253123916609013,-0.0299803652948032,0.00300161047040308,0.996,0.896,"MCMC-Uniform"
