"cohort","N","prior","Mean","Sd","Prob","bias","mse","lcl","ucl"
"1","100","BHM",-0.308230422,0.1383352,0.728,-0.0850868706857903,0.0263764031221404,-0.579367414,-0.03709343
"1","100","CPHM",-0.226107265261252,0.161210225584007,0.294,-0.00296371394704278,0.0259975204332064,-0.542079307405907,0.0898647768834019
"1","100","MEMs-Empirical",-0.403181717324298,0.0847109308244201,0.95,-0.180038166010088,0.0395896830214158,-0.569215141740161,-0.237148292908435
"1","100","MEMs-Exponential",-0.433668737286848,0.0817858166484142,0.992,-0.210525185972638,0.0510097737336618,-0.593968937917739,-0.273368536655956
"1","150","BHM",-0.28778672,0.1202772,0.756,-0.0646431686857903,0.0186453440975795,-0.523530032,-0.052043408
"1","150","CPHM",-0.218808882274784,0.131551214846516,0.388,0.00433466903942581,0.0173245114832757,-0.476649263373956,0.0390314988243883
"1","150","MEMs-Empirical",-0.383141359947687,0.0713313363313964,0.95,-0.159997808633477,0.0306874583103375,-0.522950779157224,-0.24333194073815
"1","150","MEMs-Exponential",-0.420210037772057,0.0677555843718834,0.988,-0.197066486457847,0.0434260192984164,-0.553010983140949,-0.287409092403166
"1","200","BHM",-0.28132108,0.1063686,0.824,-0.0581775286857903,0.014698903909946,-0.489803536,-0.072838624
"1","200","CPHM",-0.226382520477151,0.113886847528278,0.498,-0.00323896916294136,0.0129807049611677,-0.449600741632576,-0.0031642993217266
"1","200","MEMs-Empirical",-0.370534535459755,0.0635788641671036,0.962,-0.147390984145545,0.0257663741761713,-0.495149109227278,-0.245919961692232
"1","200","MEMs-Exponential",-0.409035575895772,0.0598497889441975,0.99,-0.185892024581562,0.0381378420396971,-0.526341162226399,-0.291729989565145
"1","250","BHM",-0.271238,0.0982902,0.85,-0.0480944486857903,0.0119740394104301,-0.463886792,-0.078589208
"1","250","CPHM",-0.224804429016147,0.101736363761939,0.61,-0.00166087770193685,0.0103530462262424,-0.424207701989547,-0.0254011560427461
"1","250","MEMs-Empirical",-0.36075524136038,0.0582465229043719,0.966,-0.13761169004617,0.0223296346678127,-0.474918426252949,-0.246592056467811
"1","250","MEMs-Exponential",-0.404924503729269,0.0540684953141398,0.992,-0.181780952415059,0.0359677168464612,-0.510898754544983,-0.298950252913555
"1","300","BHM",-0.26758298,0.0909584,0.9,-0.0444394286857903,0.0102482933524794,-0.445861444,-0.089304516
"1","300","CPHM",-0.229458559827469,0.0929552378416391,0.702,-0.00631500851325961,0.00868055557471824,-0.411650825997082,-0.0472662936578566
"1","300","MEMs-Empirical",-0.35480568356051,0.0542210328232354,0.982,-0.1316621322463,0.0202748374680606,-0.461078907894051,-0.248532459226968
"1","300","MEMs-Exponential",-0.39624595143709,0.0502357403364305,0.994,-0.173102400122881,0.0324880705354511,-0.494708002496494,-0.297783900377687
"1","350","BHM",-0.2511774,0.0853334,0.908,-0.0280338486857903,0.00806768582769779,-0.418430864,-0.083923936
"1","350","CPHM",-0.218117390252568,0.0860350955193083,0.724,0.00502616106164155,0.00742729995603407,-0.386746177470413,-0.0494886030347238
"1","350","MEMs-Empirical",-0.337454106803279,0.0518259944440954,0.974,-0.114310555489069,0.015752836796339,-0.439033055913706,-0.235875157692852
"1","350","MEMs-Exponential",-0.383691632621307,0.0473532356803847,0.994,-0.160548081307097,0.0280180153407923,-0.476503974554861,-0.290879290687753
"1","400","BHM",-0.2504177,0.0801544,0.918,-0.0272741486857903,0.0071686070258946,-0.407520324,-0.093315076
"1","400","CPHM",-0.222624117724834,0.0804696850341695,0.796,0.00051943358937559,0.00647564002075222,-0.380344700391806,-0.0649035350578619
"1","400","MEMs-Empirical",-0.334557846424984,0.0494164031395693,0.97,-0.111414295110774,0.014855126054283,-0.431413996578539,-0.237701696271428
"1","400","MEMs-Exponential",-0.376964659271904,0.0452570556585853,0.988,-0.153821107957694,0.0257091343402168,-0.465668488362731,-0.288260830181076
"1","450","BHM",-0.2489414,0.0754076,0.938,-0.0257978486857903,0.00635183513457493,-0.396740296,-0.101142504
"1","450","CPHM",-0.226162446354272,0.0758893201328556,0.838,-0.00301889504006242,0.00576830263748996,-0.374905513814669,-0.0774193788938751
"1","450","MEMs-Empirical",-0.323717782867741,0.0474880557756588,0.972,-0.100574231553531,0.0123702914939353,-0.416794372188032,-0.230641193547449
"1","450","MEMs-Exponential",-0.36629222321799,0.0432388370844621,0.996,-0.14314867190378,0.0223611393002327,-0.451040343903535,-0.281544102532444
"1","50","BHM",-0.31693326,0.180487,0.598,-0.0937897086857903,0.0413720666243654,-0.67068778,0.03682126
"1","50","CPHM",-0.203056873232019,0.228460852566167,0.14,0.020086678082191,0.0525978357916377,-0.650840144261707,0.24472639779767
"1","50","MEMs-Empirical",-0.403995488499724,0.118412293292458,0.898,-0.180851937185515,0.0467288943865323,-0.636083583352941,-0.171907393646507
"1","50","MEMs-Exponential",-0.436380560826294,0.115094518145406,0.96,-0.213237009512084,0.0587167703327797,-0.661965816391288,-0.210795305261299
"1","500","BHM",-0.2421754,0.0720212,0.952,-0.0190318486857903,0.00554926451383882,-0.383336952,-0.101013848
"1","500","CPHM",-0.222468996874119,0.0719861151012518,0.856,0.000674554440090847,0.00518245579106333,-0.363561782472572,-0.0813762112756652
"1","500","MEMs-Empirical",-0.316604791372258,0.0460907711087692,0.972,-0.0934612400580481,0.0108593625745891,-0.406942702745446,-0.22626687999907
"1","500","MEMs-Exponential",-0.357106892190529,0.0420904205345369,0.984,-0.133963340876319,0.019717780199519,-0.439604116438221,-0.274609667942836
